Time,theta_0,theta_1,theta_2
1745022315.5431786,0.017151303589344025,-0.02697325497865677,-0.9212124943733215
1745022315.5583248,0.01659471169114113,-0.02699839137494564,-0.9209563136100769
1745022315.576205,0.01606723479926586,-0.027012573555111885,-0.9206835031509399
1745022315.5922377,0.015558673068881035,-0.027025071904063225,-0.9204066395759583
1745022315.6075552,0.015104490332305431,-0.02704569697380066,-0.9201377034187317
1745022315.622301,0.014665879309177399,-0.027064276859164238,-0.919857919216156
1745022315.641056,0.014291713014245033,-0.02707233466207981,-0.919564425945282
1745022315.656235,0.013937401585280895,-0.02708122506737709,-0.9192495346069336
1745022315.670483,0.013623109087347984,-0.02709912322461605,-0.9189448356628418
1745022315.6874146,0.013338765129446983,-0.02712314762175083,-0.9186261296272278
1745022315.7099693,0.013045965693891048,-0.027153702452778816,-0.9182937145233154
1745022315.7197847,0.012781024910509586,-0.027180921286344528,-0.9179551601409912
1745022315.7358534,0.012510571628808975,-0.027201974764466286,-0.917630136013031
1745022315.752671,0.012237264774739742,-0.027218542993068695,-0.917286217212677
1745022315.7681522,0.011980901472270489,-0.02722233161330223,-0.9169443845748901
1745022315.7845051,0.011719439178705215,-0.027232345193624496,-0.9165912866592407
1745022315.7984376,0.011451790109276772,-0.027252594009041786,-0.9162347316741943
1745022315.8163087,0.011187407188117504,-0.02725895121693611,-0.915887176990509
1745022315.8331099,0.010873320512473583,-0.02730601094663143,-0.9155337810516357
1745022315.846328,0.010544766671955585,-0.027363203465938568,-0.9151555895805359
1745022315.8646414,0.010232357308268547,-0.02741185948252678,-0.9147868752479553
1745022315.8793585,0.009894118644297123,-0.027444161474704742,-0.9144112467765808
1745022315.895288,0.009556840173900127,-0.027486419305205345,-0.9140477776527405
1745022315.9108615,0.009223074652254581,-0.02753586135804653,-0.9136773347854614
1745022315.9277208,0.008893144316971302,-0.02756597101688385,-0.9133005738258362
1745022315.9424994,0.008574653416872025,-0.027612177655100822,-0.912926435470581
1745022315.9605992,0.008269144222140312,-0.027628567069768906,-0.9125442504882812
1745022315.975299,0.00798023957759142,-0.027628334239125252,-0.9121838212013245
1745022315.990483,0.007704222109168768,-0.02759888768196106,-0.9117969870567322
1745022316.0064793,0.007459284272044897,-0.02757122553884983,-0.9113996028900146
1745022316.024824,0.007242618128657341,-0.02754318155348301,-0.9110075831413269
1745022316.0404484,0.007022361271083355,-0.027500169351696968,-0.9106301665306091
1745022316.0559795,0.006802687421441078,-0.027459271252155304,-0.9102469086647034
1745022316.0704112,0.006586603820323944,-0.027405589818954468,-0.9098581671714783
